Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",870,51225,49529,37073,58301
10,5,Long Island,51-9031,"Cutters and Trimmers, Hand",100,52705,52759,49506,54304
10,5,Long Island,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",330,49716,46473,37982,55582
10,5,Long Island,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",720,40583,36153,34498,43626
10,5,Long Island,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",3610,55885,50281,39338,64158
10,5,Long Island,51-9071,Jewelers and Precious Stone and Metal Workers,580,63721,50937,36956,77104
10,5,Long Island,51-9081,Dental Laboratory Technicians,380,65126,60615,46683,74348
10,5,Long Island,51-9082,Medical Appliance Technicians,200,51132,47922,39407,56995
10,5,Long Island,51-9111,Packaging and Filling Machine Operators and Tenders,4480,41056,37310,35217,43976
10,5,Long Island,51-9123,"Painting, Coating, and Decorating Workers",,66922,80659,44440,78164
10,5,Long Island,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",460,59650,54968,42514,68218
10,5,Long Island,51-9151,Photographic Process Workers and Processing Machine Operators,,65600,55795,39200,78800
10,5,Long Island,51-9161,Computer Numerically Controlled Tool Operators,770,60371,59937,45978,67568
10,5,Long Island,51-9162,Computer Numerically Controlled Tool Programmers,260,71498,71639,42110,86191
10,5,Long Island,51-9191,Adhesive Bonding Machine Operators and Tenders,,48562,46178,38696,53496
10,5,Long Island,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,46734,38260,36512,51846
10,5,Long Island,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",150,59060,58312,45163,66008
10,5,Long Island,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",420,56078,54621,40849,63692
10,5,Long Island,51-9198,Helpers--Production Workers,910,43726,41486,36516,47331
10,5,Long Island,51-9199,"Production Workers, All Other",290,49187,46091,37049,55257
10,5,Long Island,53-0000,Transportation and Material Moving Occupations,92740,53691,46545,37047,62013
10,5,Long Island,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",4430,74999,69792,51440,86778
10,5,Long Island,53-2011,"Airline Pilots, Copilots, and Flight Engineers",,202854,182758,128066,240249
10,5,Long Island,53-2012,Commercial Pilots,270,189237,173534,87552,240081
10,5,Long Island,53-2021,Air Traffic Controllers,670,178390,201125,109269,212950
10,5,Long Island,53-2022,Airfield Operations Specialists,,68350,74683,44304,80373
10,5,Long Island,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",100,40366,37105,36826,42137
10,5,Long Island,53-3031,Driver/Sales Workers,4140,47554,46102,35962,53349
10,5,Long Island,53-3032,Heavy and Tractor-Trailer Truck Drivers,10220,70381,64856,52087,79527
10,5,Long Island,53-3033,Light Truck or Delivery Services Drivers,9340,53125,48293,40322,59527
10,5,Long Island,53-3051,"Bus Drivers, School",6020,60447,60923,50920,65210
10,5,Long Island,53-3052,"Bus Drivers, Transit and Intercity",1380,65808,63899,47560,74932
10,5,Long Island,53-3053,Shuttle Drivers and Chauffeurs,2820,49577,46001,37157,55787
10,5,Long Island,53-3099,"Motor Vehicle Operators, All Other",380,44796,41242,36413,48988
10,5,Long Island,53-5011,Sailors and Marine Oilers,260,60014,62271,43252,68395
10,5,Long Island,53-5021,"Captains, Mates, and Pilots of Water Vessels",470,92938,84396,54201,112306
10,5,Long Island,53-5022,Motorboat Operators,,66258,62658,54957,71909
10,5,Long Island,53-5031,Ship Engineers,,130309,117540,85554,152686
10,5,Long Island,53-6011,Bridge and Lock Tenders,,48359,46258,36656,54211
10,5,Long Island,53-6021,Parking Lot Attendants,1600,38448,38580,34230,40616
10,5,Long Island,53-6031,Automotive and Watercraft Service Attendants,790,41261,39211,34230,44859
10,5,Long Island,53-6032,Aircraft Service Attendants,120,47138,47627,40808,50302
10,5,Long Island,53-6041,Traffic Technicians,,53010,45454,37838,60596
10,5,Long Island,53-6051,Transportation Inspectors,130,108605,104632,63759,131029
10,5,Long Island,53-6099,"Transportation Workers, All Other",,40217,34230,34230,43681
10,5,Long Island,53-7021,Crane and Tower Operators,210,190553,145426,86170,242744
10,5,Long Island,53-7051,Industrial Truck and Tractor Operators,2290,54847,51172,41478,61531
10,5,Long Island,53-7061,Cleaners of Vehicles and Equipment,2860,41459,39896,35456,44461
10,5,Long Island,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",12250,46774,45364,36796,51763
10,5,Long Island,53-7063,Machine Feeders and Offbearers,230,46667,49172,34400,52800
10,5,Long Island,53-7064,"Packers and Packagers, Hand",2780,39966,37717,34348,42775
10,5,Long Island,53-7065,Stockers and Order Fillers,26150,43163,39759,35844,46822
10,5,Long Island,53-7072,"Pump Operators, Except Wellhead Pumpers",,61495,65397,47300,68594
10,5,Long Island,53-7081,Refuse and Recyclable Material Collectors,1330,61443,62879,38399,72966
10,6,Mohawk Valley,00-0000,"Total, All Occupations",182350,60804,48865,34940,73736
10,6,Mohawk Valley,11-0000,Management Occupations,8410,126917,105601,64904,157925
10,6,Mohawk Valley,11-1011,Chief Executives,140,215884,164257,93629,277011
10,6,Mohawk Valley,11-1021,General and Operations Managers,3370,121435,97386,58114,153095
10,6,Mohawk Valley,11-2021,Marketing Managers,250,147077,132716,73486,183873
10,6,Mohawk Valley,11-2022,Sales Managers,250,166933,152875,83966,208417
10,6,Mohawk Valley,11-2032,Public Relations Managers,,174063,136345,103328,209430
10,6,Mohawk Valley,11-2033,Fundraising Managers,,153167,130638,110824,174339
10,6,Mohawk Valley,11-3012,Administrative Services Managers,200,119741,112090,71535,143844
10,6,Mohawk Valley,11-3013,Facilities Managers,200,110508,102412,75122,128201
10,6,Mohawk Valley,11-3021,Computer and Information Systems Managers,280,161135,147155,104040,189683
10,6,Mohawk Valley,11-3031,Financial Managers,610,164790,139993,88519,202926
10,6,Mohawk Valley,11-3051,Industrial Production Managers,240,122847,114223,81656,143442
10,6,Mohawk Valley,11-3061,Purchasing Managers,50,130182,119055,93436,148554
10,6,Mohawk Valley,11-3071,"Transportation, Storage, and Distribution Managers",150,97604,86434,72388,110212
10,6,Mohawk Valley,11-3121,Human Resources Managers,150,145118,132741,91684,171834
10,6,Mohawk Valley,11-3131,Training and Development Managers,,134242,134353,91142,155792
10,6,Mohawk Valley,11-9021,Construction Managers,70,118985,109043,73547,141705
10,6,Mohawk Valley,11-9031,"Education Administrators, Preschool and Childcare Center/Program",70,67763,58730,45276,79006
10,6,Mohawk Valley,11-9032,"Education Administrators, Elementary and Secondary School",400,117954,115639,90247,131807
10,6,Mohawk Valley,11-9033,"Education Administrators, Postsecondary",150,139097,126526,89036,164128
10,6,Mohawk Valley,11-9039,"Education Administrators, All Other",,96221,92524,62969,112846
10,6,Mohawk Valley,11-9041,Architectural and Engineering Managers,90,156339,157930,112104,178457
10,6,Mohawk Valley,11-9051,Food Service Managers,230,73746,66210,54785,83228
10,6,Mohawk Valley,11-9072,"Entertainment and Recreation Managers, Except Gambling",,74683,73328,54753,84647
10,6,Mohawk Valley,11-9081,Lodging Managers,90,73268,65450,38956,90423
10,6,Mohawk Valley,11-9111,Medical and Health Services Managers,440,144748,121983,87357,173443
10,6,Mohawk Valley,11-9121,Natural Sciences Managers,,156053,106267,77719,195220
10,6,Mohawk Valley,11-9131,Postmasters and Mail Superintendents,60,93229,92136,86040,96824
10,6,Mohawk Valley,11-9141,"Property, Real Estate, and Community Association Managers",50,88423,65881,52801,106234
10,6,Mohawk Valley,11-9151,Social and Community Service Managers,360,80978,76390,59519,91707
10,6,Mohawk Valley,11-9161,Emergency Management Directors,,115610,93912,55710,145560
10,6,Mohawk Valley,11-9171,Funeral Home Managers,,92357,77341,57658,109707
10,6,Mohawk Valley,11-9199,"Managers, All Other",140,127362,112166,69005,156542
10,6,Mohawk Valley,13-0000,Business and Financial Operations Occupations,8310,82990,75361,50635,99167
10,6,Mohawk Valley,13-1020,Buyers and Purchasing Agents,520,74742,69250,49639,87293
10,6,Mohawk Valley,13-1031,"Claims Adjusters, Examiners, and Investigators",490,80507,78456,56224,92647
10,6,Mohawk Valley,13-1041,Compliance Officers,300,77895,70081,49205,92240
10,6,Mohawk Valley,13-1051,Cost Estimators,150,77165,73258,51707,89893
10,6,Mohawk Valley,13-1071,Human Resources Specialists,810,73353,65157,48582,85739
10,6,Mohawk Valley,13-1075,Labor Relations Specialists,90,92974,87129,69438,104743
10,6,Mohawk Valley,13-1081,Logisticians,100,79861,75603,56805,91389
10,6,Mohawk Valley,13-1082,Project Management Specialists,590,100355,97643,63095,118985
10,6,Mohawk Valley,13-1111,Management Analysts,470,101822,84314,61969,121747
10,6,Mohawk Valley,13-1121,"Meeting, Convention, and Event Planners",110,59531,55716,40856,68869
10,6,Mohawk Valley,13-1131,Fundraisers,150,79173,68019,46194,95663
10,6,Mohawk Valley,13-1141,"Compensation, Benefits, and Job Analysis Specialists",90,73971,68959,53479,84216
10,6,Mohawk Valley,13-1151,Training and Development Specialists,530,65881,60336,42462,77590
10,6,Mohawk Valley,13-1161,Market Research Analysts and Marketing Specialists,620,71559,61872,43536,85571
10,6,Mohawk Valley,13-1199,"Business Operations Specialists, All Other",370,79208,75328,49990,93816
10,6,Mohawk Valley,13-2011,Accountants and Auditors,1360,86463,77347,55404,101993
10,6,Mohawk Valley,13-2020,Appraisers and Assessors of Real Estate,110,78783,72118,51575,92388
10,6,Mohawk Valley,13-2031,Budget Analysts,,77663,83286,52784,90102
10,6,Mohawk Valley,13-2041,Credit Analysts,,88211,79433,59428,102602
10,6,Mohawk Valley,13-2051,Financial Analysts,150,99563,90149,63240,117725
10,6,Mohawk Valley,13-2052,Personal Financial Advisors,160,175866,130821,63943,231828
10,6,Mohawk Valley,13-2053,Insurance Underwriters,340,89254,79246,57380,105192
10,6,Mohawk Valley,13-2054,Financial Risk Specialists,,111439,109874,63076,135620
10,6,Mohawk Valley,13-2061,Financial Examiners,140,63738,51434,48343,71435
10,6,Mohawk Valley,13-2071,Credit Counselors,,66059,59369,45430,76373
10,6,Mohawk Valley,13-2072,Loan Officers,210,83489,64965,46561,101953
10,6,Mohawk Valley,13-2081,"Tax Examiners and Collectors, and Revenue Agents",,68499,50540,39418,83041
10,6,Mohawk Valley,13-2082,Tax Preparers,90,50531,45785,34743,58425
10,6,Mohawk Valley,13-2099,"Financial Specialists, All Other",200,81096,78750,55687,93802
10,6,Mohawk Valley,15-0000,Computer and Mathematical Occupations,3090,93195,82722,54005,112789
10,6,Mohawk Valley,15-1211,Computer Systems Analysts,210,92471,85563,59860,108777
10,6,Mohawk Valley,15-1212,Information Security Analysts,90,97648,91196,56620,118160
10,6,Mohawk Valley,15-1221,Computer and Information Research Scientists,150,137723,134110,95864,158652
10,6,Mohawk Valley,15-1231,Computer Network Support Specialists,90,68726,62994,48072,79054
10,6,Mohawk Valley,15-1232,Computer User Support Specialists,560,59208,56255,42471,67575
10,6,Mohawk Valley,15-1241,Computer Network Architects,70,114148,105219,73257,134593
10,6,Mohawk Valley,15-1242,Database Administrators,,85364,82356,56898,99596
10,6,Mohawk Valley,15-1243,Database Architects,,112528,119510,68618,134484
10,6,Mohawk Valley,15-1244,Network and Computer Systems Administrators,340,87167,82664,59253,101125
10,6,Mohawk Valley,15-1251,Computer Programmers,80,84713,79904,60222,96958
10,6,Mohawk Valley,15-1252,Software Developers,730,113500,104296,71676,134411
10,6,Mohawk Valley,15-1253,Software Quality Assurance Analysts and Testers,70,95420,84144,58061,114100
10,6,Mohawk Valley,15-1254,Web Developers,,74836,69556,52216,86146
10,6,Mohawk Valley,15-1255,Web and Digital Interface Designers,60,100927,82102,51995,125394
10,6,Mohawk Valley,15-1299,"Computer Occupations, All Other",190,90245,82422,53331,108702
10,6,Mohawk Valley,15-2011,Actuaries,50,115469,100705,68846,138780
10,6,Mohawk Valley,15-2031,Operations Research Analysts,120,83768,81347,56335,97485
10,6,Mohawk Valley,15-2041,Statisticians,,95474,69196,67004,109710
10,6,Mohawk Valley,15-2051,Data Scientists,140,95135,81340,52347,116529
10,6,Mohawk Valley,17-0000,Architecture and Engineering Occupations,1740,97429,87039,59977,116155
10,6,Mohawk Valley,17-1011,"Architects, Except Landscape and Naval",,94009,79093,52262,114883
10,6,Mohawk Valley,17-1022,Surveyors,,84190,75178,55646,98461
10,6,Mohawk Valley,17-2051,Civil Engineers,200,99206,91121,69679,113969
10,6,Mohawk Valley,17-2061,Computer Hardware Engineers,90,135058,137815,86463,159355
10,6,Mohawk Valley,17-2071,Electrical Engineers,140,111189,106871,76262,128652
10,6,Mohawk Valley,17-2072,"Electronics Engineers, Except Computer",140,134016,134943,85631,158208
10,6,Mohawk Valley,17-2081,Environmental Engineers,50,91568,90040,61623,106540
10,6,Mohawk Valley,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",,105478,110928,73648,121393
10,6,Mohawk Valley,17-2112,Industrial Engineers,340,103169,96683,71279,119112
10,6,Mohawk Valley,17-2131,Materials Engineers,,86023,67920,67816,95126
10,6,Mohawk Valley,17-2141,Mechanical Engineers,180,97859,95259,67436,113071
10,6,Mohawk Valley,17-2199,"Engineers, All Other",70,116527,106335,73732,137924
10,6,Mohawk Valley,17-3011,Architectural and Civil Drafters,,61584,58076,46065,69344
10,6,Mohawk Valley,17-3012,Electrical and Electronics Drafters,,61060,49892,44751,69214
10,6,Mohawk Valley,17-3013,Mechanical Drafters,,64191,60965,47632,72470
10,6,Mohawk Valley,17-3022,Civil Engineering Technicians,,67919,75358,43561,80098
10,6,Mohawk Valley,17-3023,Electrical and Electronic Engineering Technicians,70,65573,61083,50556,73082
10,6,Mohawk Valley,17-3024,Electro-Mechanical Technicians,,65814,60024,52925,72259
10,6,Mohawk Valley,17-3026,Industrial Engineering Technicians,70,60126,59886,45878,67250
10,6,Mohawk Valley,17-3029,"Engineering Technicians, Except Drafters, All Other",,60752,58990,51206,65526
10,6,Mohawk Valley,17-3031,Surveying and Mapping Technicians,,57045,49020,41129,65003
10,6,Mohawk Valley,19-0000,"Life, Physical, and Social Science Occupations",1110,79146,70112,47374,95032
10,6,Mohawk Valley,19-1012,Food Scientists and Technologists,,103573,99007,62194,124264
10,6,Mohawk Valley,19-1031,Conservation Scientists,,79395,65506,50917,93633
10,6,Mohawk Valley,19-2012,Physicists,,170684,146673,120793,195629
10,6,Mohawk Valley,19-2031,Chemists,,86119,77660,62872,97742
10,6,Mohawk Valley,19-2041,"Environmental Scientists and Specialists, Including Health",,84179,81446,59820,96360
10,6,Mohawk Valley,19-3011,Economists,,98925,98047,71060,112857
10,6,Mohawk Valley,19-3033,Clinical and Counseling Psychologists,120,107252,98718,68500,126627
10,6,Mohawk Valley,19-3034,School Psychologists,140,82282,79117,58819,94013
10,6,Mohawk Valley,19-3051,Urban and Regional Planners,80,88884,82161,50064,108294
10,6,Mohawk Valley,19-3093,Historians,,46305,35799,32504,53207
10,6,Mohawk Valley,19-3099,"Social Scientists and Related Workers, All Other",,93467,81957,63668,108366
10,6,Mohawk Valley,19-4013,Food Science Technicians,,49820,49837,40049,54706
10,6,Mohawk Valley,19-4021,Biological Technicians,70,46235,43101,37281,50712
10,6,Mohawk Valley,19-4031,Chemical Technicians,,58117,57837,45854,64248
10,6,Mohawk Valley,19-4042,"Environmental Science and Protection Technicians, Including Health",,64114,56494,47869,72237
10,6,Mohawk Valley,19-4071,Forest and Conservation Technicians,,62624,60160,49830,69021
10,6,Mohawk Valley,19-4099,"Life, Physical, and Social Science Technicians, All Other",60,62413,62952,46030,70605
10,6,Mohawk Valley,19-5011,Occupational Health and Safety Specialists,120,82169,78044,57295,94607
10,6,Mohawk Valley,21-0000,Community and Social Service Occupations,4270,61662,57947,41584,71701
10,6,Mohawk Valley,21-1012,"Educational, Guidance, School, and Vocational Counselors",560,66968,62341,45927,77488
10,6,Mohawk Valley,21-1013,Marriage and Family Therapists,,68174,60549,55152,74684
10,6,Mohawk Valley,21-1015,Rehabilitation Counselors,110,55234,44091,37857,63922
10,6,Mohawk Valley,21-1018,"Substance abuse, behavioral disorder, and mental health counselors?(OES-specific code and title)",430,65612,58149,41044,77896
10,6,Mohawk Valley,21-1019,"Counselors, All Other",,66428,61929,43253,78015
